,,,,光伏发电系统——太阳能路灯设计的相关计算

,参数设定：
,fai——光伏系统地理纬度，这里取通辽市纬度：43.6°；
,s——光伏组件安装倾角，取60°，可根据计算结果做进一步调整；
,ki——为计算I时设定的系数，取值范围为0到1，可根据计算结果做进一步调整；
,Plight——路灯功率，这里取30 W ；
,Vwork——路灯工作电压，这里取12 V ；
,n1——从方阵到蓄电池回路的输入效率，这里取0.9；
,n2——由蓄电池到负载的放电回路效率，这里取0.9；
,DOD——蓄电池的放电深度，通常取0.3到0.8，此题中取0.7；
,k——阵安全系数，通常取1到1.5，此题中取1.3；
,Vd——蓄电池充电电压，此题中取为12 V ；
,Vb——防反充二极管及线路压降，此题中取为1 V 。
,（备注：详细计算方程和参数见文本文档。）


,Rb,Ho,H,Kt,Hd,Hb,Hdt,Hbt,Hrt,Ht,Ht(KW·h)
Jan,2.826,13.211,7.57,0.573,2.375,5.195,1.000,14.678,0.342,16.0197,4.4499
Feb,2.105,18.358,11.96,0.651,3.045,8.915,1.550,18.765,0.540,20.8550,5.7931
Mar,1.439,25.872,15.81,0.611,4.511,11.299,2.086,16.255,0.714,19.0543,5.2929
Apr,0.968,33.700,19.03,0.565,6.091,12.939,2.509,12.529,0.859,15.8980,4.4161
May,0.715,39.371,20.58,0.523,7.252,13.328,2.673,9.528,0.929,13.1307,3.6474
Jun,0.619,41.749,22.18,0.531,7.666,14.514,2.893,8.991,1.002,12.8851,3.5792
Jul,0.662,40.487,22.44,0.554,7.359,15.081,2.951,9.988,1.013,13.9525,3.8757
Aug,0.856,35.733,19.41,0.543,6.529,12.881,2.544,11.027,0.877,14.4467,4.0130
Sep,1.240,28.492,17.33,0.608,4.982,12.348,2.287,15.315,0.783,18.3850,5.1070
Oct,1.861,20.545,12.26,0.597,3.630,8.630,1.620,16.058,0.554,18.2326,5.0646
Nov,2.624,14.336,9.31,0.649,2.385,6.925,1.208,18.169,0.420,19.7975,5.4993
Dec,3.113,11.681,7.27,0.622,2.013,5.257,0.956,16.364,0.328,17.6484,4.9023

,Rb——倾斜面与水平面上直接辐射量的比值，无量纲；
,Ho——大气层外水平面上的太阳辐射量；
,H——水平面上的总辐射量，气象站观测数据；
,Kt——晴朗指数，无量纲；
,Hd——水平面上的散射辐射量，可通过拟合法求出；
,Hb——水平面上的直接辐射量；
,Hdt——倾斜面上的太阳散射辐射量；
,Hbt——倾斜面上的太阳直接辐射量；
,Hrt——倾斜面上的地面反射辐射量；
,Ht——光伏阵列太阳总辐射量，（兆焦耳*每天/平方米）；
,Ht(KW·h)——光伏阵列太阳总辐射量，（千瓦时*每天/平方米）；
,（备注：以上关于辐射量的参数若不做特殊说明，单位都是（兆焦耳*每天/平方米））；


,Twork,Ql,Ht(KW·h),Qa,Qc,Qa-Qc
Jan,14.811,37.028,4.450,1025.099,1147.858,-122.759
Feb,13.727,34.318,5.793,1205.370,960.916,244.454
Mar,12.302,30.756,5.293,1219.285,953.440,265.846
Apr,10.784,26.961,4.416,984.495,808.818,175.678
May,9.496,23.739,3.647,840.237,735.906,104.331
Jun,8.840,22.100,3.579,797.919,662.991,134.928
Jul,9.150,22.875,3.876,892.825,709.118,183.707
Aug,10.275,25.688,4.013,924.444,796.337,128.107
Sep,11.748,29.369,5.107,1138.510,881.084,257.426
Oct,13.263,33.157,5.065,1166.704,1027.874,138.829
Nov,14.540,36.351,5.499,1225.980,1090.520,135.460
Dec,15.163,37.908,4.902,1129.324,1175.139,-45.815

,Twork——月均日路灯黑夜工作时间，(h)；
,Ql——负载耗电量；
,Ht(KW·h）——月均日光伏阵列太阳总辐射量，（千瓦时*每天/平方米）；
,Qa——方阵各月发电量；
,Qc——各月负载耗电量；
,Qa-Qc——当月亏欠量；
,（备注：以上Ql、Qa、Qc、Qa-Qc的单位是（千瓦时））；


,Imin,Imax,I
,7.993,10.355,9.174

,Imin——方阵输出的最小电流；
,Imax——方阵输出的最大电流；
,I——（可能的）方阵输出电流；


,n1,B,P
,5.615,267.577,155.044

,n1——发生亏欠月时，蓄电池能坚持的天数；
,B——蓄电池容量，（Ah）；
,P——太阳电池方阵容量，（W）；
